YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAXI_IN,TAXI_OUT,DISTANCE
2015,2,8,7,AA,81,3.0,17.0,813
2015,6,1,1,NK,331,7.0,14.0,733
2015,8,4,2,AA,1025,17.0,10.0,604
2015,8,31,1,EV,5139,5.0,19.0,419
2015,3,27,5,NK,172,6.0,11.0,866
2015,8,8,6,NK,595,12.0,17.0,925
2015,12,22,2,B6,2067,4.0,17.0,1056
2015,9,19,6,AA,316,5.0,21.0,1045
2015,10,16,5,B6,1374,10.0,9.0,636
2015,7,4,6,WN,696,5.0,9.0,488
2015,7,12,7,DL,2421,6.0,10.0,594
2015,11,1,7,OO,7403,,,86
2015,12,12,6,WN,798,4.0,13.0,480
2015,11,4,3,WN,841,4.0,9.0,342
2015,7,6,1,DL,1713,5.0,18.0,515
2015,3,9,1,UA,572,4.0,16.0,1452
2015,4,20,1,AA,1615,9.0,18.0,1182
2015,11,11,3,WN,1008,15.0,14.0,283
2015,6,14,7,OO,4546,4.0,49.0,866
2015,12,25,5,WN,3305,20.0,10.0,1107
2015,8,6,4,WN,334,5.0,6.0,879
2015,5,17,7,AA,1629,32.0,16.0,1055
2015,9,13,7,AA,52,6.0,19.0,2311
2015,12,23,3,OO,4530,4.0,18.0,599
2015,10,17,6,OO,4673,3.0,17.0,574
2015,7,10,5,UA,398,13.0,16.0,1041
2015,7,13,1,B6,1967,3.0,16.0,1056
2015,9,4,5,NK,330,10.0,14.0,1021
2015,1,14,3,F9,924,10.0,13.0,1028
2015,4,19,7,WN,180,3.0,8.0,446
2015,12,25,5,AA,1248,12.0,36.0,2342
2015,7,24,5,OO,3462,4.0,10.0,838
2015,6,7,7,DL,935,8.0,8.0,422
2015,8,28,5,WN,2779,6.0,22.0,1235
2015,2,3,2,US,1964,3.0,20.0,808
2015,2,14,6,DL,1472,5.0,10.0,406
2015,2,10,2,B6,928,7.0,20.0,937
2015,10,6,2,MQ,3147,4.0,13.0,134
2015,2,12,4,B6,729,8.0,12.0,1129
2015,8,14,5,AA,402,25.0,25.0,2402
2015,1,30,5,OO,5478,6.0,12.0,113
2015,3,25,3,DL,46,7.0,12.0,2586
2015,10,6,2,VX,236,7.0,7.0,1744
2015,10,14,3,EV,4713,4.0,23.0,398
2015,12,17,4,WN,3197,4.0,10.0,255
2015,12,1,2,DL,1518,7.0,16.0,404
2015,7,24,5,OO,2877,4.0,12.0,373
2015,2,26,4,WN,1102,4.0,15.0,843
2015,1,23,5,AA,2388,3.0,11.0,569
2015,7,8,3,OO,4786,8.0,19.0,1107
2015,11,21,6,OO,6387,4.0,16.0,421
2015,3,8,7,DL,2298,4.0,28.0,444
2015,7,5,7,WN,2494,5.0,7.0,1844
2015,2,24,2,DL,1066,8.0,10.0,214
2015,2,24,2,F9,806,6.0,17.0,1679
2015,9,19,6,AS,483,7.0,9.0,956
2015,1,15,4,AA,2424,15.0,20.0,1235
2015,12,22,2,AA,1072,4.0,47.0,1303
2015,10,4,7,OO,5492,6.0,32.0,911
2015,5,30,6,B6,905,16.0,19.0,740
2015,6,13,6,EV,4592,10.0,23.0,528
2015,5,20,3,AA,1466,8.0,14.0,926
2015,11,4,3,EV,4714,10.0,12.0,116
2015,6,2,2,EV,3825,10.0,11.0,491
2015,12,26,6,AA,132,,,1616
2015,9,17,4,B6,1118,4.0,27.0,541
2015,7,23,4,UA,12,11.0,10.0,413
2015,9,17,4,WN,2449,5.0,8.0,406
2015,9,23,3,EV,5011,10.0,12.0,651
2015,10,13,2,AA,1430,3.0,10.0,1562
2015,5,9,6,DL,1358,7.0,11.0,391
2015,8,12,3,MQ,3553,4.0,13.0,223
2015,9,21,1,UA,334,8.0,17.0,657
2015,4,14,2,UA,1918,6.0,8.0,909
2015,7,9,4,OO,7368,10.0,14.0,306
2015,5,23,6,OO,6341,17.0,14.0,451
2015,6,21,7,UA,701,35.0,27.0,862
2015,11,24,2,WN,202,4.0,17.0,1237
2015,3,28,6,EV,4963,4.0,16.0,231
2015,2,19,4,DL,431,15.0,21.0,760
2015,8,13,4,WN,528,3.0,8.0,342
2015,7,22,3,DL,2259,4.0,11.0,1142
2015,3,12,4,EV,4909,20.0,18.0,738
2015,10,13,2,WN,2768,5.0,10.0,601
2015,9,20,7,WN,994,3.0,8.0,2295
2015,3,22,7,DL,1452,9.0,13.0,1269
2015,11,26,4,DL,1127,7.0,26.0,432
2015,2,11,3,MQ,3287,4.0,6.0,181
2015,6,22,1,DL,2186,12.0,17.0,762
2015,1,29,4,UA,339,4.0,11.0,191
2015,7,10,5,OO,4604,7.0,15.0,1250
2015,6,30,2,DL,986,11.0,16.0,762
2015,12,30,3,UA,1946,9.0,16.0,2704
2015,8,31,1,EV,5477,3.0,10.0,332
2015,8,24,1,EV,5972,8.0,7.0,475
2015,8,29,6,DL,2194,4.0,17.0,352
2015,9,21,1,AA,1830,14.0,10.0,328
2015,1,3,6,NK,619,6.0,11.0,1303
2015,7,28,2,MQ,3432,4.0,12.0,431
2015,5,26,2,DL,1838,8.0,27.0,547
2015,11,25,3,AA,280,7.0,17.0,1121
2015,5,28,4,AA,1657,3.0,12.0,1055
2015,12,20,7,DL,1192,25.0,16.0,2248
2015,1,28,3,WN,3860,5.0,10.0,1164
2015,10,7,3,VX,919,6.0,19.0,414
2015,7,12,7,AS,179,3.0,19.0,680
2015,10,1,4,DL,2845,9.0,50.0,509
2015,6,18,4,B6,1551,5.0,18.0,91
2015,3,29,7,OO,5213,12.0,10.0,1013
2015,4,24,5,DL,2425,3.0,12.0,425
2015,7,31,5,OO,5165,5.0,20.0,224
2015,12,27,7,UA,384,15.0,59.0,2521
2015,5,15,5,DL,2625,5.0,15.0,907
2015,7,2,4,WN,814,6.0,20.0,862
2015,8,30,7,OO,6205,8.0,18.0,853
2015,8,21,5,UA,1688,6.0,20.0,1620
2015,1,27,2,WN,3310,3.0,8.0,251
2015,11,4,3,WN,5224,5.0,7.0,491
2015,9,28,1,UA,1090,17.0,12.0,1597
2015,10,18,7,WN,1484,12.0,84.0,236
2015,7,27,1,EV,4356,8.0,22.0,295
2015,9,10,4,DL,1757,4.0,12.0,680
2015,9,4,5,UA,1499,7.0,29.0,679
2015,3,18,3,DL,1580,5.0,13.0,1747
2015,3,1,7,DL,1158,4.0,15.0,1931
2015,6,3,3,WN,295,5.0,11.0,814
2015,7,21,2,B6,1274,3.0,13.0,636
2015,10,15,4,VX,2,4.0,20.0,2442
2015,7,12,7,UA,1147,9.0,12.0,2504
2015,8,4,2,DL,1954,8.0,11.0,731
2015,4,6,1,US,442,6.0,11.0,1849
2015,5,19,2,WN,346,4.0,6.0,342
2015,3,29,7,OO,5518,4.0,18.0,819
2015,3,9,1,WN,4123,5.0,10.0,1066
2015,10,20,2,EV,5302,11.0,13.0,1148
2015,11,25,3,OO,5640,4.0,12.0,262
2015,9,17,4,UA,1280,10.0,11.0,403
2015,3,11,3,DL,956,8.0,18.0,352
2015,1,18,7,WN,4471,6.0,11.0,479
2015,2,5,4,WN,2699,5.0,6.0,770
2015,5,6,3,UA,1422,8.0,19.0,2521
2015,4,11,6,EV,4248,8.0,13.0,201
2015,1,5,1,OO,5291,8.0,16.0,313
2015,5,14,4,AA,2412,5.0,10.0,247
2015,11,8,7,AA,1465,5.0,13.0,204
2015,9,11,5,AA,1814,11.0,26.0,226
2015,7,24,5,DL,2362,6.0,16.0,2475
2015,7,7,2,AA,2296,5.0,22.0,247
2015,12,14,1,AA,42,11.0,21.0,1721
2015,5,20,3,OO,6201,16.0,28.0,954
2015,9,2,3,WN,4599,5.0,20.0,226
2015,1,8,4,EV,4512,5.0,14.0,199
2015,8,6,4,WN,559,4.0,7.0,372
2015,3,30,1,WN,228,3.0,13.0,1211
2015,12,20,7,WN,2771,4.0,10.0,795
2015,2,12,4,AS,455,4.0,17.0,954
2015,10,21,3,OO,4474,7.0,10.0,284
2015,1,16,5,WN,3931,6.0,11.0,990
2015,8,12,3,EV,5449,12.0,12.0,332
2015,8,20,4,DL,1790,4.0,13.0,874
2015,5,27,3,WN,702,3.0,8.0,271
2015,12,6,7,OO,5328,8.0,15.0,896
2015,10,14,3,HA,349,5.0,9.0,84
2015,11,8,7,WN,461,5.0,12.0,377
2015,11,18,3,AA,1006,5.0,17.0,1258
2015,3,8,7,B6,984,6.0,9.0,612
2015,4,27,1,US,736,7.0,18.0,1576
2015,5,4,1,MQ,3648,6.0,35.0,296
2015,6,7,7,OO,4717,6.0,15.0,605
2015,10,3,6,WN,2902,4.0,9.0,488
2015,2,25,3,DL,1157,7.0,16.0,153
2015,1,14,3,UA,1420,3.0,14.0,372
2015,10,26,1,WN,2263,7.0,10.0,895
2015,6,22,1,B6,984,6.0,19.0,612
2015,4,15,3,DL,1710,5.0,19.0,731
2015,5,28,4,WN,382,4.0,13.0,386
2015,6,6,6,EV,5671,5.0,17.0,127
2015,11,28,6,DL,1147,4.0,28.0,761
2015,9,7,1,AA,2228,9.0,14.0,1431
2015,11,16,1,WN,2958,5.0,10.0,192
2015,9,11,5,VX,765,4.0,11.0,1381
2015,1,25,7,DL,198,15.0,12.0,954
2015,7,17,5,OO,5179,8.0,12.0,1334
2015,12,30,3,OO,4775,6.0,12.0,531
2015,12,4,5,AA,9,3.0,29.0,2586
2015,6,24,3,OO,5268,8.0,12.0,73
2015,2,11,3,OO,5258,7.0,14.0,679
2015,1,4,7,EV,5070,3.0,17.0,371
2015,11,12,4,UA,242,7.0,20.0,2704
2015,11,25,3,OO,7428,7.0,10.0,150
2015,6,4,4,DL,1696,6.0,13.0,1481
2015,1,10,6,WN,3387,3.0,8.0,325
2015,4,19,7,WN,106,8.0,8.0,1211
2015,4,17,5,HA,15,11.0,17.0,2614
2015,5,21,4,HA,35,22.0,18.0,2917
2015,10,9,5,WN,2141,5.0,10.0,302
2015,6,3,3,EV,4213,16.0,11.0,738
2015,4,1,3,EV,5397,4.0,14.0,227
2015,5,29,5,F9,915,12.0,14.0,888
2015,3,27,5,AS,368,7.0,12.0,605
2015,9,24,4,F9,421,27.0,14.0,1199
2015,6,30,2,WN,2615,6.0,11.0,2335
2015,4,1,3,WN,784,6.0,12.0,602
2015,4,28,2,US,1853,3.0,19.0,600
2015,10,25,7,UA,339,4.0,15.0,1024
2015,12,18,5,EV,5120,7.0,28.0,1034
2015,12,5,6,AA,969,14.0,12.0,1121
2015,11,28,6,MQ,3218,5.0,12.0,835
2015,12,15,2,MQ,3257,6.0,5.0,125
2015,8,28,5,WN,1717,3.0,10.0,338
2015,4,18,6,WN,3389,2.0,6.0,248
2015,2,19,4,EV,4449,9.0,9.0,376
2015,7,19,7,WN,2055,6.0,14.0,763
2015,10,2,5,WN,15,7.0,25.0,1209
2015,3,1,7,OO,5638,3.0,11.0,77
2015,12,17,4,UA,1691,12.0,16.0,1754
2015,10,13,2,WN,2826,3.0,7.0,417
2015,5,7,4,AA,1418,8.0,18.0,986
2015,12,29,2,OO,5417,3.0,36.0,298
2015,12,24,4,MQ,3108,10.0,21.0,416
2015,10,12,1,OO,6486,5.0,19.0,819
2015,3,4,3,MQ,3353,,,268
2015,10,27,2,AA,1069,5.0,16.0,986
2015,8,14,5,AA,726,4.0,19.0,2136
2015,11,26,4,WN,4368,3.0,10.0,369
2015,1,27,2,AA,199,,,740
2015,11,29,7,AA,1731,3.0,12.0,331
2015,1,31,6,UA,1570,7.0,16.0,1400
2015,8,18,2,EV,5362,5.0,5.0,551
2015,8,30,7,OO,6295,7.0,15.0,287
2015,9,9,3,UA,295,3.0,13.0,804
2015,8,1,6,UA,1962,8.0,12.0,811
2015,10,5,1,WN,984,6.0,7.0,1903
2015,5,6,3,AA,27,7.0,36.0,1055
2015,4,13,1,DL,2213,5.0,10.0,442
2015,6,2,2,OO,3448,7.0,10.0,584
2015,6,25,4,OO,5619,4.0,15.0,594
2015,1,26,1,US,1700,10.0,16.0,328
2015,8,18,2,MQ,3178,5.0,9.0,130
2015,7,13,1,UA,1758,7.0,13.0,602
2015,11,5,4,EV,5045,4.0,42.0,252
2015,12,12,6,AA,2055,6.0,12.0,1013
2015,2,3,2,WN,4028,14.0,9.0,306
2015,7,8,3,UA,706,7.0,20.0,1416
2015,12,3,4,MQ,3353,10.0,4.0,158
2015,1,5,1,DL,2348,8.0,17.0,1481
2015,10,14,3,EV,4658,7.0,12.0,837
2015,3,2,1,NK,469,17.0,10.0,1119
2015,2,17,2,B6,57,,,413
2015,10,10,6,OO,5164,4.0,18.0,447
2015,6,15,1,WN,4559,3.0,10.0,369
2015,2,22,7,UA,1026,12.0,22.0,679
2015,11,6,5,DL,1282,8.0,15.0,1145
2015,4,11,6,DL,2186,5.0,19.0,762
2015,2,19,4,AA,1694,6.0,16.0,1171
2015,1,18,7,OO,5429,7.0,14.0,342
2015,9,3,4,DL,1196,10.0,12.0,528
2015,1,8,4,MQ,3041,10.0,14.0,624
2015,9,24,4,MQ,3334,5.0,10.0,552
2015,12,29,2,WN,1966,5.0,14.0,372
2015,5,24,7,US,626,6.0,16.0,1773
2015,9,18,5,WN,2400,5.0,7.0,358
2015,6,19,5,UA,525,5.0,11.0,679
2015,1,15,4,OO,6296,8.0,12.0,372
2015,6,16,2,DL,2143,9.0,14.0,726
2015,8,24,1,EV,4602,9.0,8.0,1131
2015,6,29,1,AA,1242,5.0,19.0,641
2015,8,2,7,WN,4057,8.0,10.0,1497
2015,1,11,7,OO,6436,5.0,17.0,550
2015,2,28,6,EV,4473,10.0,10.0,265
2015,7,25,6,WN,4457,11.0,26.0,406
2015,3,26,4,NK,329,6.0,11.0,1021
2015,4,9,4,EV,5093,3.0,15.0,170
2015,4,15,3,OO,4526,6.0,13.0,391
2015,5,15,5,AA,1289,13.0,19.0,1171
2015,10,8,4,DL,1318,5.0,11.0,453
2015,7,19,7,MQ,3576,6.0,12.0,764
2015,4,20,1,EV,4940,4.0,21.0,373
2015,4,9,4,OO,4588,8.0,12.0,391
2015,11,15,7,UA,1120,5.0,12.0,1635
2015,11,4,3,DL,2806,12.0,23.0,308
2015,11,11,3,WN,2560,4.0,7.0,390
2015,3,19,4,EV,4889,3.0,11.0,625
2015,5,29,5,DL,2174,20.0,32.0,509
2015,7,15,3,DL,1150,10.0,18.0,2556
2015,4,30,4,WN,2494,6.0,8.0,909
2015,8,3,1,AA,1925,13.0,10.0,2279
2015,5,30,6,DL,954,8.0,16.0,1547
2015,8,25,2,DL,2756,4.0,22.0,337
2015,7,9,4,B6,124,5.0,27.0,2475
2015,8,15,6,AA,753,9.0,22.0,1475
2015,4,30,4,WN,2408,4.0,44.0,223
2015,3,27,5,OO,4460,4.0,15.0,461
2015,7,13,1,DL,2041,4.0,18.0,341
2015,8,7,5,WN,490,3.0,12.0,569
2015,4,18,6,EV,6109,11.0,18.0,843
2015,6,12,5,OO,4521,4.0,14.0,1254
2015,4,26,7,EV,4391,8.0,13.0,262
2015,7,26,7,WN,4134,3.0,20.0,682
2015,6,13,6,WN,1725,8.0,12.0,590
2015,12,4,5,AA,1624,9.0,18.0,1846
2015,4,26,7,EV,6070,9.0,13.0,616
2015,6,8,1,DL,566,5.0,19.0,594
2015,6,23,2,US,1816,4.0,10.0,814
2015,5,21,4,OO,6378,5.0,18.0,196
2015,4,19,7,UA,345,6.0,12.0,1208
2015,4,23,4,DL,2431,5.0,20.0,240
2015,3,31,2,OO,6301,7.0,15.0,372
2015,4,29,3,DL,480,3.0,19.0,1598
2015,11,13,5,AA,2265,9.0,21.0,678
2015,1,7,3,NK,146,9.0,16.0,731
2015,2,22,7,UA,640,46.0,14.0,1514
2015,7,22,3,AA,2232,,,1438
2015,4,20,1,EV,6143,12.0,12.0,212
2015,5,23,6,B6,506,6.0,16.0,1065
2015,11,3,2,DL,1249,7.0,13.0,1027
2015,4,4,6,MQ,3147,11.0,26.0,265
2015,2,20,5,UA,1168,7.0,20.0,1744
2015,8,3,1,WN,3232,4.0,16.0,1062
2015,7,23,4,EV,5980,5.0,16.0,522
2015,11,26,4,DL,894,8.0,10.0,645
2015,2,8,7,WN,378,5.0,20.0,1524
2015,12,13,7,DL,1651,5.0,10.0,1299
2015,1,14,3,DL,1261,3.0,10.0,432
2015,6,16,2,EV,3945,5.0,16.0,628
2015,10,7,3,EV,6176,6.0,15.0,445
2015,12,30,3,DL,1117,12.0,28.0,214
2015,9,11,5,UA,1733,6.0,12.0,612
2015,6,8,1,DL,1650,4.0,11.0,270
2015,9,13,7,DL,2385,3.0,9.0,926
2015,2,4,3,OO,5320,5.0,23.0,563
2015,12,6,7,AA,1044,9.0,12.0,964
2015,7,26,7,DL,1166,10.0,28.0,594
2015,2,5,4,AS,69,3.0,16.0,234
2015,8,17,1,EV,4168,5.0,15.0,374
2015,7,8,3,UA,1551,7.0,11.0,811
2015,1,26,1,DL,423,34.0,57.0,2475
2015,11,23,1,AA,756,5.0,10.0,130
2015,10,7,3,EV,4725,6.0,8.0,253
2015,1,24,6,AA,1213,11.0,12.0,985
2015,1,10,6,WN,2527,7.0,10.0,1449
2015,6,27,6,WN,1493,4.0,24.0,494
2015,1,20,2,WN,1071,5.0,10.0,721
2015,6,11,4,AA,1439,8.0,23.0,631
2015,3,24,2,UA,240,6.0,18.0,2253
2015,10,6,2,DL,1421,12.0,11.0,192
2015,4,14,2,WN,559,17.0,15.0,745
2015,4,17,5,MQ,3249,4.0,17.0,802
2015,3,17,2,WN,2765,5.0,10.0,370
2015,2,5,4,B6,71,3.0,22.0,1990
2015,7,3,5,OO,4972,4.0,21.0,1197
2015,3,1,7,B6,1686,11.0,25.0,496
2015,6,5,5,OO,4758,7.0,13.0,224
2015,10,6,2,UA,1188,16.0,14.0,746
2015,8,31,1,AA,1915,8.0,15.0,130
2015,6,5,5,DL,2120,8.0,12.0,591
2015,9,19,6,OO,3492,2.0,12.0,956
2015,6,10,3,DL,853,4.0,21.0,1084
2015,8,13,4,DL,1621,3.0,26.0,983
2015,5,20,3,UA,1641,6.0,9.0,2338
2015,1,14,3,WN,4179,4.0,7.0,1411
2015,6,26,5,EV,5462,6.0,14.0,377
2015,7,4,6,NK,245,6.0,10.0,258
2015,12,24,4,OO,6428,4.0,19.0,744
2015,4,22,3,US,2030,5.0,12.0,742
2015,9,19,6,AA,1988,4.0,16.0,646
2015,5,11,1,UA,1061,9.0,20.0,305
2015,6,27,6,NK,350,4.0,13.0,466
2015,9,25,5,DL,1096,4.0,21.0,528
2015,4,11,6,WN,3037,5.0,9.0,512
2015,12,25,5,WN,2128,4.0,9.0,349
2015,11,25,3,WN,1701,6.0,13.0,337
2015,8,26,3,AS,153,5.0,19.0,548
2015,1,28,3,UA,1680,11.0,16.0,2072
2015,1,15,4,EV,4099,6.0,27.0,872
2015,3,9,1,UA,1536,23.0,10.0,1009
2015,6,30,2,EV,4134,8.0,12.0,643
2015,5,22,5,UA,1908,6.0,8.0,837
2015,1,23,5,DL,1695,10.0,26.0,447
2015,11,24,2,WN,304,4.0,10.0,763
2015,1,1,4,AA,128,6.0,38.0,1172
2015,10,1,4,AS,64,5.0,21.0,123
2015,11,28,6,DL,1472,9.0,18.0,406
2015,7,11,6,HA,255,5.0,5.0,100
2015,5,18,1,AS,520,3.0,12.0,937
2015,2,20,5,DL,374,3.0,14.0,547
2015,7,1,3,AA,2474,7.0,14.0,1431
2015,8,25,2,WN,2022,7.0,13.0,337
2015,5,31,7,US,472,3.0,19.0,621
2015,1,24,6,OO,7391,3.0,8.0,410
2015,11,10,2,AA,2357,6.0,16.0,431
2015,5,7,4,DL,1386,8.0,9.0,762
2015,12,21,1,AA,40,7.0,16.0,985
2015,10,10,6,AA,612,9.0,15.0,1587
2015,6,6,6,WN,2018,7.0,11.0,349
2015,5,5,2,DL,1467,4.0,14.0,448
2015,2,20,5,OO,6280,5.0,13.0,524
2015,9,16,3,DL,940,4.0,16.0,707
2015,7,17,5,WN,4913,4.0,29.0,1242
2015,7,11,6,AA,1569,5.0,16.0,641
2015,2,13,5,NK,152,6.0,11.0,936
2015,11,5,4,AA,2351,23.0,28.0,1089
2015,8,19,3,DL,1584,14.0,10.0,749
2015,8,16,7,UA,1640,8.0,27.0,997
2015,5,18,1,WN,536,9.0,12.0,1428
2015,2,3,2,WN,683,5.0,7.0,687
2015,5,1,5,DL,2528,11.0,16.0,954
2015,5,11,1,UA,849,4.0,10.0,948
2015,12,21,1,WN,359,4.0,13.0,479
2015,2,15,7,WN,556,6.0,6.0,446
2015,4,17,5,DL,1218,2.0,13.0,405
2015,5,20,3,OO,4440,13.0,20.0,282
2015,12,25,5,F9,1161,10.0,12.0,895
2015,8,13,4,DL,2127,8.0,12.0,581
2015,1,16,5,B6,1184,7.0,19.0,944
2015,4,29,3,AA,2447,7.0,15.0,192
2015,1,5,1,WN,1959,6.0,17.0,2133
2015,10,31,6,UA,1957,3.0,15.0,1608
2015,7,21,2,WN,4752,6.0,21.0,1565
2015,6,6,6,MQ,3349,33.0,24.0,762
2015,12,4,5,UA,1496,4.0,17.0,622
2015,7,13,1,WN,566,,,895
2015,3,12,4,OO,4753,4.0,20.0,558
2015,6,6,6,US,793,,,728
2015,9,6,7,B6,2589,6.0,14.0,414
2015,4,13,1,AA,96,4.0,22.0,550
2015,10,28,3,OO,5568,4.0,15.0,667
2015,3,27,5,WN,4019,4.0,7.0,342
2015,4,9,4,EV,5362,5.0,12.0,551
2015,5,3,7,EV,3947,5.0,9.0,173
2015,9,25,5,NK,111,6.0,15.0,1749
2015,11,1,7,MQ,3285,20.0,9.0,690
2015,6,21,7,DL,1517,4.0,12.0,1199
2015,10,14,3,B6,461,4.0,25.0,1035
2015,3,18,3,US,632,10.0,14.0,2153
2015,10,19,1,B6,350,4.0,14.0,814
2015,7,20,1,DL,1458,4.0,12.0,304
2015,5,27,3,UA,618,16.0,18.0,925
2015,5,27,3,EV,4581,,,445
2015,11,19,4,WN,2812,13.0,11.0,981
2015,4,3,5,WN,510,4.0,10.0,237
2015,4,26,7,WN,52,4.0,9.0,448
2015,11,29,7,DL,2146,6.0,50.0,1450
2015,8,13,4,F9,693,8.0,11.0,692
2015,2,16,1,UA,698,13.0,23.0,1846
2015,4,7,2,MQ,3649,9.0,9.0,691
2015,8,10,1,DL,2365,3.0,13.0,1026
2015,4,14,2,VX,879,7.0,11.0,1246
2015,6,20,6,WN,1422,5.0,8.0,338
2015,1,12,1,EV,5236,5.0,7.0,529
2015,12,6,7,B6,790,5.0,12.0,399
2015,8,15,6,OO,3493,5.0,14.0,784
2015,5,4,1,EV,5485,5.0,10.0,500
2015,8,27,4,B6,781,5.0,13.0,474
2015,1,2,5,AS,1,4.0,9.0,2329
2015,10,27,2,DL,2004,6.0,24.0,590
2015,12,4,5,AA,547,7.0,15.0,651
2015,9,6,7,EV,5294,3.0,7.0,774
2015,3,22,7,WN,4553,5.0,10.0,591
2015,5,25,1,B6,1640,5.0,14.0,1080
2015,7,26,7,AA,1421,16.0,12.0,1012
2015,10,29,4,WN,1307,18.0,17.0,601
2015,11,11,3,AA,1775,4.0,26.0,268
2015,1,22,4,EV,4483,6.0,11.0,542
2015,10,2,5,UA,1401,13.0,23.0,622
2015,5,11,1,AA,151,18.0,13.0,888
2015,5,28,4,DL,1894,4.0,21.0,2036
2015,4,18,6,OO,5208,5.0,16.0,651
2015,11,11,3,DL,1122,8.0,23.0,907
2015,8,9,7,AA,2173,3.0,10.0,399
2015,10,6,2,DL,1163,2.0,10.0,341
2015,1,20,2,VX,367,6.0,13.0,2611
2015,10,4,7,DL,336,4.0,16.0,1535
2015,10,15,4,AS,502,3.0,31.0,978
2015,12,5,6,WN,2893,4.0,10.0,896
2015,1,23,5,UA,599,7.0,13.0,236
2015,6,30,2,OO,6381,7.0,12.0,528
2015,3,29,7,DL,1187,3.0,13.0,931
2015,1,12,1,DL,2424,13.0,18.0,1927
2015,7,29,3,AA,1296,13.0,14.0,1723
2015,1,19,1,OO,5586,4.0,16.0,1464
2015,11,9,1,UA,1109,4.0,11.0,1416
2015,8,2,7,AA,2170,3.0,12.0,399
2015,5,3,7,DL,2541,3.0,9.0,743
2015,6,28,7,MQ,3266,4.0,21.0,864
2015,3,11,3,DL,1948,9.0,12.0,950
2015,3,10,2,AS,102,4.0,8.0,1448
2015,1,7,3,US,2029,5.0,11.0,2296
2015,3,1,7,UA,1221,6.0,13.0,758
2015,5,31,7,OO,5485,4.0,13.0,73
2015,1,1,4,OO,6451,5.0,11.0,134
2015,11,8,7,WN,1519,6.0,15.0,666
2015,12,17,4,F9,606,9.0,46.0,977
2015,3,13,5,MQ,3263,6.0,9.0,89
2015,3,11,3,DL,2406,6.0,12.0,946
2015,12,29,2,WN,119,5.0,7.0,409
2015,7,30,4,WN,845,23.0,9.0,611
2015,5,21,4,UA,601,3.0,12.0,678
2015,9,16,3,AA,1386,3.0,11.0,190
2015,1,31,6,US,829,10.0,8.0,257
2015,12,8,2,AA,1576,8.0,11.0,247
2015,9,10,4,MQ,3403,6.0,13.0,280
2015,2,5,4,WN,2161,5.0,10.0,516
2015,12,15,2,EV,6079,15.0,19.0,160
2015,4,27,1,OO,5361,12.0,14.0,157
2015,3,1,7,WN,4171,3.0,8.0,479
2015,9,14,1,OO,2923,9.0,10.0,588
2015,12,23,3,WN,2105,10.0,22.0,946
2015,9,16,3,AA,1129,6.0,17.0,761
2015,8,23,7,MQ,3175,4.0,18.0,237
2015,8,8,6,WN,1444,8.0,22.0,1107
2015,9,2,3,AA,2458,5.0,11.0,1197
2015,3,6,5,WN,1837,4.0,21.0,804
2015,10,13,2,OO,5380,13.0,13.0,563
2015,11,10,2,MQ,3289,16.0,18.0,812
2015,2,8,7,US,2190,,,214
2015,4,14,2,UA,1564,17.0,14.0,1846
2015,2,5,4,US,1712,10.0,14.0,338
2015,6,25,4,EV,4310,7.0,13.0,419
2015,9,8,2,F9,902,25.0,13.0,701
2015,6,29,1,AA,2442,6.0,37.0,1235
2015,6,25,4,EV,5264,6.0,26.0,331
2015,9,14,1,B6,476,4.0,12.0,1072
2015,4,8,3,OO,5378,4.0,19.0,342
2015,7,9,4,DL,1918,8.0,10.0,1919
2015,12,16,3,WN,4050,6.0,13.0,391
2015,1,7,3,VX,406,12.0,8.0,2475
2015,12,18,5,AA,2043,7.0,15.0,290
2015,7,10,5,AA,219,4.0,18.0,1744
2015,9,2,3,EV,6136,9.0,17.0,760
2015,2,11,3,DL,2405,4.0,13.0,332
2015,10,23,5,UA,1538,5.0,15.0,1023
2015,6,10,3,US,1704,5.0,49.0,644
2015,3,31,2,AS,8,9.0,18.0,2402
2015,8,13,4,DL,997,4.0,13.0,270
2015,1,3,6,OO,5482,13.0,11.0,916
2015,7,1,3,OO,4553,4.0,9.0,318
2015,4,29,3,OO,5550,8.0,28.0,391
2015,10,28,3,UA,384,6.0,11.0,447
2015,2,23,1,DL,2235,4.0,19.0,528
2015,7,29,3,WN,374,3.0,8.0,588
2015,8,20,4,WN,1253,5.0,6.0,338
2015,12,12,6,UA,1075,9.0,15.0,2227
2015,12,1,2,B6,22,7.0,11.0,1197
2015,8,8,6,AA,966,5.0,13.0,1085
2015,2,4,3,OO,4678,3.0,20.0,674
2015,12,18,5,MQ,3570,15.0,23.0,364
2015,9,23,3,AA,304,8.0,21.0,733
2015,1,24,6,B6,690,8.0,17.0,399
2015,1,5,1,NK,867,10.0,16.0,1235
2015,10,9,5,AA,1557,6.0,14.0,867
2015,4,17,5,WN,4906,8.0,9.0,1050
2015,3,23,1,US,2119,3.0,10.0,399
2015,3,12,4,UA,325,19.0,11.0,867
2015,5,1,5,WN,427,5.0,11.0,836
2015,9,4,5,DL,1138,6.0,9.0,373
2015,5,12,2,OO,5511,26.0,13.0,235
2015,5,27,3,WN,473,5.0,12.0,745
2015,8,15,6,WN,757,4.0,9.0,1204
